InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
587152,POST0037,Product Item 0037,2,2025-09-02 23:10:00,9.39,16580,United Kingdom
588741,POST0029,Product Item 0029,22,2025-04-29 15:10:00,28.9,14075,United Kingdom
587840,POST0022,Product Item 0022,13,2025-05-23 15:59:00,38.92,12713,United Kingdom
582052,POST0004,Product Item 0004,21,2024-10-24 07:57:00,25.69,13062,United Kingdom
588281,POST0020,Product Item 0020,16,2024-06-12 16:43:00,2.09,13976,Germany
583509,POST0032,Product Item 0032,2,2025-01-10 15:25:00,1.94,13296,Germany
586016,POST0036,Product Item 0036,11,2025-10-14 11:46:00,18.81,17350,United Kingdom
588310,POST0050,Product Item 0050,10,2024-09-24 20:37:00,46.41,12125,United Kingdom
587533,POST0004,Product Item 0004,15,2025-07-02 23:12:00,12.59,16632,United Kingdom
585727,POST0027,Product Item 0027,17,2024-03-14 14:13:00,32.26,15596,United Kingdom
581681,POST0017,Product Item 0017,8,2025-05-22 18:57:00,12.27,15283,United Kingdom
587300,POST0012,Product Item 0012,18,2024-03-13 16:56:00,17.1,13603,United Kingdom
587478,POST0022,Product Item 0022,23,2024-11-03 12:33:00,42.62,12066,United Kingdom
584932,POST0017,Product Item 0017,9,2024-07-17 08:22:00,36.84,12232,United Kingdom
587403,POST0010,Product Item 0010,8,2024-05-09 13:36:00,6.13,14156,United Kingdom
583129,POST0054,Product Item 0054,14,2025-07-25 09:47:00,22.29,13169,Germany
585849,POST0001,Product Item 0001,18,2025-09-06 22:14:00,2.91,14158,United Kingdom
586560,POST0022,Product Item 0022,22,2025-05-01 11:47:00,24.82,16206,United Kingdom
585016,POST0026,Product Item 0026,20,2024-05-30 17:47:00,33.62,13493,United Kingdom
588339,POST0056,Product Item 0056,20,2025-10-30 23:58:00,7.25,16718,Germany
584302,POST0059,Product Item 0059,21,2024-07-24 21:09:00,15.51,16007,United Kingdom
581719,POST0018,Product Item 0018,12,2024-06-27 18:27:00,20.79,14472,United Kingdom
581074,POST0050,Product Item 0050,19,2024-07-15 03:26:00,46.09,14660,United Kingdom
582293,POST0014,Product Item 0014,14,2024-03-29 02:30:00,49.66,17637,EIRE
582922,POST0047,Product Item 0047,17,2025-03-09 11:07:00,3.68,14739,United Kingdom
587769,POST0029,Product Item 0029,24,2024-07-01 08:47:00,38.4,17401,EIRE
585157,POST0012,Product Item 0012,21,2024-07-27 02:44:00,19.52,13761,United Kingdom
585969,POST0036,Product Item 0036,3,2025-05-07 15:16:00,20.53,15514,United Kingdom
581319,POST0059,Product Item 0059,23,2024-05-09 19:28:00,38.07,13975,United Kingdom
583149,POST0035,Product Item 0035,7,2025-10-26 16:49:00,46.03,14362,United Kingdom
582452,POST0052,Product Item 0052,17,2024-01-13 00:36:00,47.61,12876,United Kingdom
585969,POST0012,Product Item 0012,12,2025-09-25 05:32:00,29.48,15812,United Kingdom
586841,POST0007,Product Item 0007,9,2024-04-15 06:42:00,18.82,15448,United Kingdom
588097,POST0029,Product Item 0029,15,2025-01-09 06:53:00,39.69,13312,Spain
587398,POST0011,Product Item 0011,18,2025-08-04 00:44:00,13.67,13460,United Kingdom
582555,POST0033,Product Item 0033,21,2025-11-28 23:45:00,28.85,14709,United Kingdom
587713,POST0006,Product Item 0006,13,2024-04-08 03:25:00,18.89,14324,United Kingdom
585207,POST0047,Product Item 0047,21,2025-08-16 01:01:00,33.34,13733,United Kingdom
584032,POST0015,Product Item 0015,8,2025-08-09 06:59:00,13.16,13605,United Kingdom
588480,POST0032,Product Item 0032,14,2024-07-10 14:27:00,10.79,17622,United Kingdom
588141,POST0051,Product Item 0051,8,2024-11-20 13:39:00,46.03,14563,EIRE
581460,POST0011,Product Item 0011,14,2025-04-11 00:18:00,6.44,15421,United Kingdom
587851,POST0058,Product Item 0058,7,2025-01-01 06:04:00,26.03,15517,United Kingdom
581886,POST0023,Product Item 0023,23,2024-11-13 22:03:00,12.21,14397,United Kingdom
584533,POST0026,Product Item 0026,12,2024-05-23 17:10:00,3.39,17726,United Kingdom
584936,POST0034,Product Item 0034,11,2025-01-18 07:07:00,3.25,15735,United Kingdom
582115,POST0046,Product Item 0046,22,2024-08-03 19:00:00,10.0,14870,Germany
582075,POST0034,Product Item 0034,22,2024-12-26 09:39:00,43.53,13160,United Kingdom
584876,POST0029,Product Item 0029,11,2024-11-19 09:05:00,15.2,16854,United Kingdom
585615,POST0004,Product Item 0004,22,2024-01-15 05:24:00,47.59,12242,United Kingdom
585907,POST0017,Product Item 0017,13,2024-08-04 00:54:00,29.7,14590,United Kingdom
588265,POST0035,Product Item 0035,18,2025-05-06 12:57:00,22.67,13063,United Kingdom
587379,POST0013,Product Item 0013,2,2025-06-30 16:31:00,29.63,16324,United Kingdom
582924,POST0041,Product Item 0041,21,2024-07-01 00:41:00,26.55,14595,United Kingdom
588541,POST0039,Product Item 0039,15,2024-09-26 22:00:00,38.29,12919,United Kingdom
586700,POST0015,Product Item 0015,20,2025-04-11 03:50:00,15.2,17342,United Kingdom
581926,POST0055,Product Item 0055,18,2025-09-03 07:32:00,18.62,12005,United Kingdom
585652,POST0029,Product Item 0029,15,2025-06-02 06:33:00,44.85,12467,United Kingdom
587792,POST0029,Product Item 0029,19,2025-06-25 23:01:00,47.39,17851,United Kingdom
583281,POST0011,Product Item 0011,23,2025-04-11 19:11:00,44.78,16170,United Kingdom
